subject,predicate,object
Babylonian and Median coalition,keyEvent,Fall of Nineveh
Inanna,associatedWith,fertility
Sinsharishkun,defeatedBy,Babylonian and Median forces
Babylonian Kassite period,notableRuler,Kassite kings
Tower of Babel,materialUsed,mud bricks
Babylon,knownFor,trade routes
Shalmaneser V,reignedFrom,727 BC
Mari letters,provideInsightInto,ancient Near Eastern history
Mari letters,writtenIn,Akkadian language
Correspondence with Assyrian king Tukulti-Ninurta I,involves,Tukulti-Ninurta I
Babylonian-Persian wars,significance,End of Neo-Babylonian Empire
Akkadian mythology,includesDeity,Ea
Hanging Gardens of Babylon,feature,irrigation system
Achaemenid Empire control over Babylon,instanceOf,historical event
Epic of Gilgamesh (Babylonian version),writtenOn,clay tablets
Golden Age of Islam,culturalImpact,preservation of Greek and Roman knowledge
Tashmetum,consort,Nabu
Lex Talionis,originatedIn,Ancient Babylon
Nabonidus' absence from Babylon,relatedTo,Nabonidus
Seleucus I Nicator,ruled,Babylon
Akkadian language,relatedTo,Assyrian dialect
Hanging Gardens of Babylon,mentionedIn,Ancient Greek and Roman texts
Nazi-Maruttaš,notableFor,Building projects in Babylon
Baghdad,historicalSignificance,Capital of Abbasid Caliphate
Invasion by Hittites,ledBy,Mursili I
Yarim-Lim I,ally,Babylon
Ancient Babylonian relief,material,stone
Battle of Carchemish (605 BC),result,Babylonian victory
Tadukhipa,origin,Mitanni kingdom
Sirrush,describedAs,dragon-like creature
Conquest by Cyrus the Great,date,539 BCE
King Mursili I,reigned,Hittite Empire
Ashur-uballit I,successor,Ennigaldi-Nanna
Nabû,role,God of wisdom and writing
Arsacid dynasty,foundedBy,Arsaces I
Epic of Gilgamesh tablets,foundNear,ancient city of Babylon
Ancient Babylon,religion,Babylonian mythology
Marduk worship,location,Babylon
Sumerian Period,instanceOf,historical period
Marduk-aḫḫē-erība,reignPeriod,Late 9th century BC
Samsu-iluna,notableEvent,Struggled to maintain Babylonian empire after Hammurabi's death
Destruction of Solomon's Temple,ledBy,Nebuchadnezzar II
Battle of Megiddo,result,Egyptian victory
City of Babylon,notableArtifact,Code of Hammurabi
Ennigaldi-Nanna,instanceOf,Ancient Babylonian princess
Babylonian cosmology,instanceOf,ancient Mesopotamian cosmological system
Sabium,dynasty,First Babylonian Dynasty
King Nabonidus,knownFor,Last king of the Neo-Babylonian Empire
King of Babylon,notableKings,Hammurabi
Enlil-kudurri-usur,notableEvent,Defeated by Assyrian king Tukulti-Ninurta I
Early Assyrian period,instanceOf,historical period
King Artatama I,instanceOf,King
Antu,parentOf,Shamash
Rim-Sin I,ruledOver,Larsa
Gilgamesh,timePeriod,circa 2700 BCE
First Dynasty of Isin,archaeologicalSites,Isin
Ur III,knownFor,centralized bureaucracy
Reign of Hammurabi,startDate,1792 BC
Babylonian law,governed,criminal matters
Babylon,knownFor,commerce
Gutian language,associatedWith,Gutian people
Marduk-balassu-iqbi,instanceOf,King of Babylon
Ammisaduqa,reignPeriod,1646–1626 BC
Gutium city,locatedIn,Gutium region
Ishtar,associatedWith,War
Akitu Festival,associatedWithDeity,Marduk
Library of Ashurbanipal,containsTextsOn,Mesopotamian mythology
Babylon,deityWorshiped,Marduk
Guardian of the Cedar Forest,role,Protector of the Cedar Forest
Code of Ur-Nammu,influenced,later Mesopotamian law codes
King Tushratta,knownFor,Amarna letters correspondence
King of Yamhad,capital,Aleppo
City of Uruk,hadRuler,Gilgamesh
Adad-šuma-uṣur,predecessor,Nazi-Maruttaš
Gutian dynasty of Sumer,ruled,Sumer
Larsa,locatedIn,ancient Mesopotamia
Ea,symbol,goat-fish
Zimri-Lim,marriedTo,Shibtu
Reign of Nabonidus,notableEvent,Neglect of Marduk cult
King of Yamhad,timePeriod,Middle Bronze Age
Ninazu,symbol,snake
Mari letters,instanceOf,ancient cuneiform tablets
Kutir-Nahhunte,knownFor,Last king of the Elamite dynasty in Babylon
Burna-Buriash III,dynasty,Kassite dynasty
Etana,reignPeriod,Early Dynastic Period
Ur III dynasty,governmentType,Monarchy
Temple of Shamash,architecturalStyle,Mesopotamian temple architecture
2nd Dynasty of Isin,notableRuler,Marduk-nādin-aḫḫē
Behistun Mountain,contains,Rock reliefs
Adad,symbol,bull
Regent of Babylon,role,Ruler of Babylon
Kadašman-Ḫarbe I,dynasty,Kassite dynasty
Gutium region,locatedIn,Mesopotamia
King of Babylon,timePeriod,Ancient Mesopotamia
Sirrush,instanceOf,mythical creature
Babylon,knownFor,zodiac signs
Ea-mukin-zēri,instanceOf,King of Babylon
Ninazu,worshipedIn,ancient city of Eshnunna
Death of Tammuz,commemoratedIn,Tammuz festival
Enki,domain,Wisdom
Babylon,flourishedDuring,Old Babylonian period
Governor of Babylon,appointedBy,King of Babylon
Babylonian and Median coalition,instanceOf,historical alliance
King of Anshan,associatedWith,Elamite civilization
Worship of Marduk,centeredOn,Marduk
Akkadian language,relatedTo,Babylonian dialect
Processional Way of Babylon,purpose,Ceremonial processions
Regent of Babylon,instanceOf,Title
Nebuchadnezzar II,instanceOf,Ruler
Law Code of Hammurabi,importance,one of the oldest deciphered writings of significant length
Temple of Nabû in Babylon,instanceOf,Ancient temple
Kassite Dynasty of Babylon,notableKing,Kudur-Enlil
Daniel in the lions' den,instanceOf,Biblical story
King Mursili I,knownFor,Conquest of Babylon
Xerxes Gate,instanceOf,Gate
Gutium,timePeriod,circa 22nd century BCE
Nabonidus,residedIn,Tayma
Early Dynastic Period of Sumer,instanceOf,historical period
Neo-Babylonian period,alsoKnownAs,Chaldean Empire
City of Ur,instanceOf,ancient city
Solomon's Temple,replacedBy,Second Temple
Destruction of Solomon's Temple,ledTo,Babylonian Captivity
Ishtar,associatedWith,Love
King Kurigalzu I,successor,Kadashman-Enlil I
First Dynasty of Isin,culturalInfluence,Sumerian and Akkadian traditions
Nabû-šuma-iškun,dynasty,Chaldean dynasty
Mursili I,successor,Hantili I
Babylonian Kassite period,artifactsFound,cuneiform tablets
Fall of Neo-Babylonian Empire,occurredIn,ancient city of Babylon
Processional Way,usedFor,Religious festivals
Old Babylonian,culturalInfluence,Mesopotamian culture
First dynasty of Babylon,endedBy,Hittite sack of Babylon
Marduk-balassu-iqbi,predecessor,Marduk-nadin-ahhe
Sirrush,associatedWith,ancient city of Babylon
Early Dynastic Period of Sumer,notableCity,Ur
Babylonian city-state period,associatedWith,Babylon
Ashur-nirari III,father,Shalmaneser I
Sumu-la-El,notableFor,Strengthening Babylon's political power
Kassite kings,knownFor,stabilizing Babylon after the fall of the Old Babylonian Empire
Kingdom of Israel,language,Hebrew
Shibtu,timePeriod,18th century BCE
Victory of Eannatum over Umma,instanceOf,historical event
Tadukhipa,timePeriod,18th Dynasty of Egypt
Code of Hammurabi,importance,one of the oldest deciphered writings of significant length
Babylon,famousKing,Nebuchadnezzar II
Neo-Babylonian,famousFor,Hanging Gardens of Babylon
King Nabonidus,instanceOf,King of Babylon
Sumerian Flood Myth,influenced,Epic of Gilgamesh
Babylonian Empire,notableKing,Nebuchadnezzar II
Babylonian culture,hadLawCode,Code of Hammurabi
Babylonian officials,role,Tax collection
Code of Hammurabi stele,originatedIn,Babylon
Judah,notableEvent,Destruction of Solomon's Temple
Epic of Gilgamesh tablets,contain,Epic of Gilgamesh
Babylon in 331 BC,languageSpoken,Akkadian
King Hammurabi of Babylon,notableAchievement,Unification of Mesopotamia
Ninhursag,role,Mother goddess
Kadašman-Enlil II,father,Kudur-Enlil
Kassite kings,contributedTo,construction and restoration of temples in Babylon
Dadusha,reignPeriod,c. 1800 BCE
Ancient Babylonian road,maintenance,state authorities
Etemenanki,function,religious temple
Shar-Kali-Sharri,conflictWith,Gutians
Nabonidus,reignedOver,Neo-Babylonian Empire
Ninazu,associatedWith,healing
Ancient Assyria,knownFor,Extensive library at Nineveh
Enlil-nadin-ahi,endOfReign,Fall of Kassite dynasty in Babylon
Modern Tell Nuffar,instanceOf,Archaeological site
Kandalanu,capital,Babylon
Babylonian city-state period,instanceOf,historical period
Nabû-mukin-zēri,reignPeriod,731–729 BC
Kassite kudurru stones,feature,inscriptions
Religious center of Nippur,locatedIn,Nippur
Zedekiah,instanceOf,King of Babylon
King Ipiq-Adad II,dynasty,First Dynasty of Babylon
Babylonian Kassite period,knownFor,relative political stability
Akkadian language,languageFamily,Semitic languages
Amorite Dynasty,endedBy,Hittite invasion
Babylonian architecture,influenced,later Mesopotamian architecture
Jemdet Nasr period,location,Mesopotamia
War with Assyria,resultedIn,destruction of Babylonian cities
Amorite tribes,migratedTo,Babylon region
Gutian language,relatedTo,ancient Mesopotamian languages
Ancient Babylonian civilization,ruledBy,Hammurabi
King of Aram-Damascus,interactedWith,Babylonian kings
Babylon region,historicalPeriod,Ancient Near East
Ancient Babylonian relief,depicts,Babylonian mythology
Babylon region,locatedIn,Mesopotamia
Persian conquest of Babylon,historicalSource,Cyrus Cylinder
Death of Tammuz,involves,mourning rituals
Round City of Baghdad,hasFeature,central palace
Tell Asmar,contains,temple complex
Etemenanki's sister ziggurat,instanceOf,ziggurat
National Museum of Iraq,contains,Assyrian artifacts
Persian control of Babylon,controlledBy,Achaemenid Empire
Lex Talionis,principle,An eye for an eye
Zedekiah,notableEvent,Fall of Jerusalem
Sumu-la-El,notableFor,Expansion of Babylon's territory
Neo-Babylonian architecture,influencedBy,ancient Mesopotamian architecture
Governor of Babylon,responsibility,Maintaining law and order in Babylon
Royal Cemetery at Ur,discoveredBy,Leonard Woolley
Enki,myth,Saved humanity from the flood
Babylonian-Persian wars,involved parties,Achaemenid Empire
Ancient Babylon,notableFeature,massive city walls
Royal Cemetery at Ur,notableArtifact,Ram in a Thicket
Akitu (New Year Festival),ritualsIncluded,Processions
Astarte,role,goddess of fertility
Birs Nimrud,damageCause,natural erosion and human activity
Babylonian dialect,period,Old Babylonian period
Babil,archaeologicalExcavations,conducted since 19th century
Ancient Babylon,notableStructure,Processional Way
Nanna,mainTempleLocatedIn,Ur
The Exaltation of Inanna,theme,praise of goddess Inanna
Ningal,child,Inanna (Ishtar)
Lex Talionis,codifiedIn,Code of Hammurabi
Ancient Babylon,notableStructure,Temple of Marduk
King of Uruk,role,Ruler of Uruk
Kadašman-Enlil I,kingdom,Babylon
Kassite kings,introduced,Kassite language and culture to Babylon
Babylonian culture,knownFor,literature
Esagila,instanceOf,temple
Babylonian army,activePeriod,c. 1894 BC to 539 BC
Kassite language and culture,contributedTo,Babylonian art and architecture
Kutir-Nahhunte I,knownFor,conquest of Babylon
King of Anshan,historicalPeriod,Ancient Near East
Ezida,instanceOf,temple
Ur-Nammu,ruled,Sumer
Reign of Nebuchadnezzar II,location,Babylon
Beginning of Persian rule over Babylon,date,539 BCE
Eanna,associatedWith,Ancient Mesopotamian Religion
King Gilgamesh,reignPeriod,circa 2700 BCE
Adad,spouse,Shala
Stele of Dadusha,originatedIn,Babylonian Empire
City of Ur,locatedIn,Mesopotamia
Ancient Babylonian High Priestess,associatedDeity,Marduk
Meli-Šipak,father,Ninurta-apal-Ekur
Seleucus I Nicator,founded,Seleucid Empire
Ram in a Thicket,material,lapis lazuli
Babylon,knownFor,mathematical tables
Hurrian kingdom of Mitanni,hadConflictWith,Hittites
Nanna (Sin),symbol,crescent moon
King of Yamhad,ruled,Yamhad
Shulgi,knownFor,Building projects
Ensi of Lagash,instanceOf,Ruler
Southern Mesopotamia,historicalPeriod,Ancient Mesopotamia
Ancient Babylonian relief,usedFor,decorative and religious purposes
Babylonian cosmology,depicts,gods residing in the heavens
Babylonian captivity,involvedPeople,Jews
Kadašman-Ḫarbe I,reignPeriod,c. 1400 BC
Babil,famousRuler,Hammurabi
Hurrian kingdom of Mitanni,declinedDueTo,Hittite and Assyrian invasions
Babylon in 331 BC,languageSpoken,Aramaic
Isin dynasty,knownFor,revival of Sumerian culture
Neo-Assyrian period,timeFrame,911 BCE to 609 BCE
Library of Ashurbanipal,discoveredBy,archaeologists in Nineveh
Ancient Babylonian temple,usedFor,Religious worship
Ur-Nigin,associatedWith,Ancient city of Babylon
Babylonian army,foughtIn,Siege of Jerusalem (587 BC)
Ninurta,worshipedIn,Nippur
Kish,importance,political and economic center in ancient Mesopotamia
Akitu (New Year Festival),ritualsIncluded,Temple ceremonies
Tigris River,role,Supported agriculture and trade in Babylon
Marduk-apla-iddina II,instanceOf,king of Babylon
Library of Ashurbanipal,importance,one of the earliest known libraries
Fall of Babylon (539 BC),leader of Achaemenid Empire,Cyrus the Great
Lamassu statues,function,protective spirits guarding entrances
Stele of Hammurabi's Code,currentLocation,Louvre Museum
Nabû-mukin-zēri,predecessor,Ninurta-nādin-šumi
Ea (Enki),parent,Anu
Ancient Sumer,knownFor,ziggurats
King of Babylon,notableKings,Nebuchadnezzar II
Dragon (Mušḫuššu),alsoKnownAs,Sirrush
Dynasty of Isin,foundedBy,Ishbi-Erra
Enlil-nadin-ahi,capturedBy,Elamites
Behistun Mountain,historicalSignificance,Ancient Persian Empire
Death of Tammuz,relatedTo,Tammuz
Apil-Sin,reignPeriod,circa 1767–1749 BC
Uruk period,followedBy,Jemdet Nasr period
Arahsamnu,role,Goddess of justice and punishment
Ishtar Gate bricks,instanceOf,Bricks used in the Ishtar Gate
Book of Daniel,mentions,Babylon
Terqa,knownFor,archaeological site
Ancient city of Mari,locatedIn,Mesopotamia
Destruction of Solomon's Temple,resultedIn,Babylonian captivity
Enuma Elish,mainDeity,Marduk
Epic of Gilgamesh tablets,material,clay tablets
Stele of Hammurabi's Code,script,cuneiform
Chaldean dynasty of Babylon,endedBy,Persian conquest
Second Temple,function,Center of Jewish worship
Nabu-Nasir,instanceOf,King of Babylon
Sun God Shamash,role,Judge of the dead
Ancient Babylon,notableArtifact,Babylonian clay tablets
Declaration of Cyrus the Great's conquest of Babylon,alsoKnownAs,Cyrus Cylinder
Nanna (Sin),worshipedIn,ancient Mesopotamia
Center of Enlil's cult,associatedWithDeity,Enlil
Round City of Baghdad,hasFeature,grand mosque
Babylonian Kassite period,languageUsed,Akkadian
First dynasty of Babylon,language,Akkadian
Temple of Nabû in Babylon,locatedIn,Babylon
Dynasty of Isin,language,Akkadian
Temple of Nabû in Babylon,function,Religious worship
Ninhursag,role,Goddess of fertility
High Priestess of the Moon God Nanna,instanceOf,Religious Title
Babylonian priests,role,Interpreted omens
Babylon ruins,contains,Ziggurat Etemenanki
Ninurta,role,god of hunting
Tell Harmal,locatedIn,Babylonian region
Šamaš-mudammiq,title,King of Babylon
Kassite language and culture,influenced,Babylonian society
Hurrian kingdom of Mitanni,hadRulers,King Tushratta
City of Babylon,populationEstimate,tens of thousands
Kadašman-Enlil I,notableFor,Building projects in Babylon
Etemenanki Ziggurat,reconstructedBy,Nebuchadnezzar II
Conquest by Cyrus the Great,occurredIn,Babylon
Zedekiah,successor,Babylonian Empire control
Xerxes Gate,function,City gate
Babylonian Empire,religion,Mesopotamian polytheism
Victory Stele of Naram-Sin,origin,Akkadian Empire
Babylonian administration,included,tax collectors
Akitu,historicalPeriod,Neo-Babylonian Empire
King of Anshan,relatedTo,Elam
King Nebuchadnezzar II,reignPeriod,605–562 BC
Babylonian cuneiform script,derivedFrom,Sumerian cuneiform script
Babil,notableStructure,Ishtar Gate
Adaside dynasty,timePeriod,circa 1700 BCE to 1500 BCE
Tell Asmar,knownFor,Eshnunna statues
Epic of Gilgamesh,inscribedOn,clay tablets
Palace of Nebuchadnezzar II,notableFeature,Glazed brickwork
Babylonian officials,included,Scribes
Shalmaneser V,reignedUntil,722 BC
Ancient Babylonian texts,include,Epic of Gilgamesh
Babylonian Kassite period,knownFor,cultural and economic development
Eridu,partOf,ancient Sumer
Code of Hammurabi stele,depicts,Hammurabi receiving laws from Shamash
Epic of Gilgamesh tablets,discoveredAt,Nineveh
Ennigaldi-Nanna,relatedTo,Neo-Babylonian Empire
Ashur-Dan II,knownFor,military campaigns to restore Assyrian territory
End of Assyrian Empire,involved,Fall of Nineveh
Sin,associatedWith,wisdom
Ancient Babylon,archaeologicalSite,Tell Harmal
Humbaba,associatedWith,Mesopotamian mythology
Gilgamesh,relatedTo,Ancient Mesopotamian mythology
Ancient city of Mari,locatedOn,Euphrates River
Marduk cult,instanceOf,religious cult
Ancient Babylonian period,timeFrameStart,c. 1894 BC
Ancient Babylon,religion,worship of Marduk
Seleucus I Nicator,established,Babylon as a capital of Seleucid Empire
Marduk-apla-iddina II,notableFor,Resistance against Assyrian Empire
Babylonian Captivity,relatedTo,Babylonian Empire
Jemdet Nasr,knownFor,early cuneiform tablets
